YT,AMAV,AMBI,AMCO,AMGO,AMRO,AMWI,BASP,BASW,BCNH,BHCO,BLTE,BOBO,BRBL,BWTE,CAEG,CANG,CCLO,CCSP,COGR,CONI,COYE,DICK,EABL,EAKI,FRGU,GADW,GHOW,GREG,GRSP,GWTE,HESP,HOGR,HOLA,KILL,LESC,LESP,LEYE,MAGO,MALL,MAWR,MODO,NESP,NOHA,NOPI,NSHO,OROR,RBGU,RNDU,RUDU,RWBL,SAVS,SEWR,SORA,SPPI,STGR,SWHA,TRES,UPSA,WEKI,WEME,WILL,WIPH,WISN,YEWA,YHBL,YEAR.x,Transect.x,meanpopr.x,meanbrin.x,meanNC3.x,meanIC3.x,meanNC4.x,meanIC4.x,meanNleg.x,meanIleg.x,meanNForb.x,meanIForb.x,meanNWood.x,meanIWood.x,meanBare.x,meanDead.x,R.x,ld.x,TRT.x,bloop1.x,TSF.x,Season.x,SiteName.x,toposd15_var_2.x,FocalSt_TWI15_2.x,YEAR.y,Transect.y,meanpopr.y,meanbrin.y,meanNC3.y,meanIC3.y,meanNC4.y,meanIC4.y,meanNleg.y,meanIleg.y,meanNForb.y,meanIForb.y,meanNWood.y,meanIWood.y,meanBare.y,meanDead.y,R.y,ld.y,TRT.y,bloop1.y,TSF.y,Season.y,SiteName.y,toposd15_var_2.y,FocalSt_TWI15_2.y,Shape.Area,TransectAlone,pasyr,
ESENEW2018,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,ESENEW,31.5,6.25,10.3,0.3,3.45,0,5.85,6.7,21.15,0.9,7.7,0,20.35,2.25,1.9,9.05,PBG20,ESENEW20181,0,SPRING,Very Shallow,2.584531,0.864528,2018,ESENEW,31.5,6.25,10.3,0.3,3.45,0,5.85,6.7,21.15,0.9,7.7,0,20.35,2.25,1.9,9.05,PBG20,ESENEW20181,0,SPRING,Very Shallow,2.584531,0.864528,0,ESENEW,ESE2018,
ESENEW2019,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2019,ESENEW,31.4,6.05,12.1,0,8.35,0,9.05,14,31.1,6.45,11.7,0,1.5,29.95,1.8875,0,PBG20,ESENEW20191,1,SPRING,Very Shallow,2.584531,0.864528,2019,ESENEW,31.4,6.05,12.1,0,8.35,0,9.05,14,31.1,6.45,11.7,0,1.5,29.95,1.8875,0,PBG20,ESENEW20191,1,SPRING,Very Shallow,2.584531,0.864528,0,ESENEW,ESE2019,
ESENEW2020,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2020,ESENEW,34.75,2.85,12.3,0.15,0,0,1.5,1.65,15.5,1.05,7.85,0,6.2,25.95,1.5125,22.625,PBG20,ESENEW20201,2,SPRING,Very Shallow,2.584531,0.864528,2020,ESENEW,34.75,2.85,12.3,0.15,0,0,1.5,1.65,15.5,1.05,7.85,0,6.2,25.95,1.5125,22.625,PBG20,ESENEW20201,2,SPRING,Very Shallow,2.584531,0.864528,0,ESENEW,ESE2020,
ESENWE2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,ESENWE,47,3.1,20.45,1.05,0,0,0.3,7.25,14.3,1.2,11.6,0,6.1,19.9,2.4875,19.0625,PBG20,ESENWE20171,UNB,NA,Very Shallow,4.017776,0.67904,2017,ESENWE,47,3.1,20.45,1.05,0,0,0.3,7.25,14.3,1.2,11.6,0,6.1,19.9,2.4875,19.0625,PBG20,ESENWE20171,UNB,NA,Very Shallow,4.017776,0.67904,0,ESENWE,ESE2017,
ESENWE2018,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,ESENWE,58.65,0.9,5.4,6.6,0.9,0,5.1,4.15,19.4,0.75,8.45,0,2.1,7.45,2.3,17.95,PBG20,ESENWE20181,UNB,NA,Very Shallow,4.017776,0.67904,2018,ESENWE,58.65,0.9,5.4,6.6,0.9,0,5.1,4.15,19.4,0.75,8.45,0,2.1,7.45,2.3,17.95,PBG20,ESENWE20181,UNB,NA,Very Shallow,4.017776,0.67904,0,ESENWE,ESE2018,
ESENWE2019,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2019,ESENWE,27.65,7.95,15.15,0.75,3.8,1.9,11.35,9.45,20.75,11.4,14.75,0,1.9,79.7,1.7375,18.475,PBG20,ESENWE20191,UNB,NA,Very Shallow,4.017776,0.67904,2019,ESENWE,27.65,7.95,15.15,0.75,3.8,1.9,11.35,9.45,20.75,11.4,14.75,0,1.9,79.7,1.7375,18.475,PBG20,ESENWE20191,UNB,NA,Very Shallow,4.017776,0.67904,0,ESENWE,ESE2019,
ESENWE2020,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,ESENWE,40.8,3,10.4,0,0.3,0,1.65,0.15,9,0.9,6.1,0,3.85,16.7,1.9,41.8875,PBG20,ESENWE20201,UNB,NA,Very Shallow,4.017776,0.67904,2020,ESENWE,40.8,3,10.4,0,0.3,0,1.65,0.15,9,0.9,6.1,0,3.85,16.7,1.9,41.8875,PBG20,ESENWE20201,UNB,NA,Very Shallow,4.017776,0.67904,0,ESENWE,ESE2020,
ESENWW2017,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2017,ESENWW,41.05,4.3,19.85,0,0.9,0,3,5.05,23.65,0.3,0.9,0,2.4,7.8,1.7875,11.3125,PBG20,ESENWW20171,UNB,NA,Thin Loamy,3.572315,0.191695,2017,ESENWW,41.05,4.3,19.85,0,0.9,0,3,5.05,23.65,0.3,0.9,0,2.4,7.8,1.7875,11.3125,PBG20,ESENWW20171,UNB,NA,Thin Loamy,3.572315,0.191695,1975.515179,ESENWW,ESE2017,
ESENWW2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2018,ESENWW,44.5,2.55,12.9,0.45,2.1,0,2.4,2.95,23.7,1.95,4,0.05,5.25,6.85,1.85,15.4,PBG20,ESENWW20181,UNB,NA,Thin Loamy,3.572315,0.191695,2018,ESENWW,44.5,2.55,12.9,0.45,2.1,0,2.4,2.95,23.7,1.95,4,0.05,5.25,6.85,1.85,15.4,PBG20,ESENWW20181,UNB,NA,Thin Loamy,3.572315,0.191695,1975.515179,ESENWW,ESE2018,
ESENWW2019,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,ESENWW,23.05,7.15,21.2,0,2.65,0,16.7,24.65,23.05,5.7,2.65,0,11.5,34.75,0.875,7.1,PBG20,ESENWW20191,0,SPRING,Thin Loamy,3.572315,0.191695,2019,ESENWW,23.05,7.15,21.2,0,2.65,0,16.7,24.65,23.05,5.7,2.65,0,11.5,34.75,0.875,7.1,PBG20,ESENWW20191,0,SPRING,Thin Loamy,3.572315,0.191695,1975.515179,ESENWW,ESE2019,
ESENWW2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020,ESENWW,20.05,2.1,8.35,0,1.5,0,1.35,1.35,10.25,0.9,1.5,0,13.9,38.3,1.15,13.3875,PBG20,ESENWW20201,1,SPRING,Thin Loamy,3.572315,0.191695,2020,ESENWW,20.05,2.1,8.35,0,1.5,0,1.35,1.35,10.25,0.9,1.5,0,13.9,38.3,1.15,13.3875,PBG20,ESENWW20201,1,SPRING,Thin Loamy,3.572315,0.191695,1975.515179,ESENWW,ESE2020,
ESESEE2017,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017,ESESEE,27.85,12.8,4.75,0.6,1.35,0,9.5,0.45,9.45,3.15,4.9,0,24.55,5.4,1.3875,6.625,PBG20,ESESEE20171,0,SPRING,Very Shallow,0.4345,-0.097795,2017,ESESEE,27.85,12.8,4.75,0.6,1.35,0,9.5,0.45,9.45,3.15,4.9,0,24.55,5.4,1.3875,6.625,PBG20,ESESEE20171,0,SPRING,Very Shallow,0.4345,-0.097795,0,ESESEE,ESE2017,
ESESEE2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2018,ESESEE,58.75,5.95,6.15,0.45,2.05,0,10.6,4.15,17,1.65,10,0,7.25,2.4,2.6,11.75,PBG20,ESESEE20181,1,SPRING,Very Shallow,0.4345,-0.097795,2018,ESESEE,58.75,5.95,6.15,0.45,2.05,0,10.6,4.15,17,1.65,10,0,7.25,2.4,2.6,11.75,PBG20,ESESEE20181,1,SPRING,Very Shallow,0.4345,-0.097795,0,ESESEE,ESE2018,
ESESEE2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,ESESEE,58.75,5.95,6.15,0.45,2.05,0,10.6,4.15,17,1.65,10,0,7.25,2.4,2.6,11.75,PBG20,ESESEE20191,2,SPRING,Very Shallow,0.4345,-0.097795,2019,ESESEE,58.75,5.95,6.15,0.45,2.05,0,10.6,4.15,17,1.65,10,0,7.25,2.4,2.6,11.75,PBG20,ESESEE20191,2,SPRING,Very Shallow,0.4345,-0.097795,0,ESESEE,ESE2019,
ESESEE2020,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,ESESEE,31.1,4.35,3.45,0,0,0,NA,0.75,8.95,1.2,3.4,0,3.75,32.35,1.7125,26.85,PBG20,ESESEE20201,3,SPRING,Very Shallow,0.4345,-0.097795,2020,ESESEE,31.1,4.35,3.45,0,0,0,NA,0.75,8.95,1.2,3.4,0,3.75,32.35,1.7125,26.85,PBG20,ESESEE20201,3,SPRING,Very Shallow,0.4345,-0.097795,0,ESESEE,ESE2020,
ESESEW2017,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,ESESEW,47.2,11.5,11.05,1.05,0,0.15,2.7,5.35,9.25,0.3,10.1,0,0.9,21.25,2.475,20.75,PBG20,ESESEW20171,UNB,NA,Very Shallow,1.084538,0.109276,2017,ESESEW,47.2,11.5,11.05,1.05,0,0.15,2.7,5.35,9.25,0.3,10.1,0,0.9,21.25,2.475,20.75,PBG20,ESESEW20171,UNB,NA,Very Shallow,1.084538,0.109276,0,ESESEW,ESE2017,
ESESEW2018,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,ESESEW,58.8,8.75,2.55,3.15,0.3,0,8.75,3.6,14.6,0.15,8.3,0,6.55,4.05,2.35,10.95,PBG20,ESESEW20181,0,FALL,Very Shallow,1.084538,0.109276,2018,ESESEW,58.8,8.75,2.55,3.15,0.3,0,8.75,3.6,14.6,0.15,8.3,0,6.55,4.05,2.35,10.95,PBG20,ESESEW20181,0,FALL,Very Shallow,1.084538,0.109276,0,ESESEW,ESE2018,
ESESEW2019,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2019,ESESEW,30.05,7.55,14.05,3.15,1.9,0,13.6,9.85,23.45,12.15,20.5,0,4.55,28.9,1.5625,14.3375,PBG20,ESESEW20191,1,FALL,Very Shallow,1.084538,0.109276,2019,ESESEW,30.05,7.55,14.05,3.15,1.9,0,13.6,9.85,23.45,12.15,20.5,0,4.55,28.9,1.5625,14.3375,PBG20,ESESEW20191,1,FALL,Very Shallow,1.084538,0.109276,0,ESESEW,ESE2019,
ESESEW2020,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,ESESEW,28.55,1.8,7.65,0.6,2.7,0,2.7,0.6,10.8,0,5.8,0,12,42.05,1.975,31.1375,PBG20,ESESEW20201,2,FALL,Very Shallow,1.084538,0.109276,2020,ESESEW,28.55,1.8,7.65,0.6,2.7,0,2.7,0.6,10.8,0,5.8,0,12,42.05,1.975,31.1375,PBG20,ESESEW20201,2,FALL,Very Shallow,1.084538,0.109276,0,ESESEW,ESE2020,
ESESWN2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2017,ESESWN,43.35,16.55,12.15,1.05,0.3,0,3.6,0.3,8.2,12.65,7.25,0,1.05,17.25,2.5375,24.9375,PBG20,ESESWN20171,UNB,NA,Very Shallow,1.083197,0.907427,2017,ESESWN,43.35,16.55,12.15,1.05,0.3,0,3.6,0.3,8.2,12.65,7.25,0,1.05,17.25,2.5375,24.9375,PBG20,ESESWN20171,UNB,NA,Very Shallow,1.083197,0.907427,2151.50815,ESESWN,ESE2017,
ESESWN2018,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,ESESWN,54.9,12.65,3.3,1.05,0.75,0,11.75,2.4,14.7,7.35,8.2,0,3.1,5.25,2.55,24.35,PBG20,ESESWN20181,UNB,NA,Very Shallow,1.083197,0.907427,2018,ESESWN,54.9,12.65,3.3,1.05,0.75,0,11.75,2.4,14.7,7.35,8.2,0,3.1,5.25,2.55,24.35,PBG20,ESESWN20181,UNB,NA,Very Shallow,1.083197,0.907427,2151.50815,ESESWN,ESE2018,
ESESWN2019,0,0,0,0,0,0,0,0,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2019,ESESWN,40.9,14.4,9.2,4.55,2.65,0,21.85,9.45,19.3,11.1,15.15,0,0,31.2,2.8125,17.7,PBG20,ESESWN20191,UNB,NA,Very Shallow,1.083197,0.907427,2019,ESESWN,40.9,14.4,9.2,4.55,2.65,0,21.85,9.45,19.3,11.1,15.15,0,0,31.2,2.8125,17.7,PBG20,ESESWN20191,UNB,NA,Very Shallow,1.083197,0.907427,2151.50815,ESESWN,ESE2019,
ESESWN2020,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,ESESWN,13.1,2.4,7.05,0.75,2.85,0,4.15,0.9,7.55,1.65,2.25,0,31.15,52.7,1.275,12.5125,PBG20,ESESWN20201,0,SPRING,Very Shallow,1.083197,0.907427,2020,ESESWN,13.1,2.4,7.05,0.75,2.85,0,4.15,0.9,7.55,1.65,2.25,0,31.15,52.7,1.275,12.5125,PBG20,ESESWN20201,0,SPRING,Very Shallow,1.083197,0.907427,2151.50815,ESESWN,ESE2020,
ESESWS2017,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,3,0,0,1,0,0,2017,ESESWS,43.3,9.35,14.2,2.65,0,0,1.65,0.9,7,1.2,11.05,0,0.45,13.55,2.8625,21.375,PBG20,ESESWS20171,UNB,NA,Very Shallow,1.868823,0.432306,2017,ESESWS,43.3,9.35,14.2,2.65,0,0,1.65,0.9,7,1.2,11.05,0,0.45,13.55,2.8625,21.375,PBG20,ESESWS20171,UNB,NA,Very Shallow,1.868823,0.432306,3901.06786,ESESWS,ESE2017,
ESESWS2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,ESESWS,54.5,4.6,7.2,1.8,0.3,0,6.7,1.65,15.95,0.9,7.7,0,2.55,6.55,2.65,20.45,PBG20,ESESWS20181,UNB,NA,Very Shallow,1.868823,0.432306,2018,ESESWS,54.5,4.6,7.2,1.8,0.3,0,6.7,1.65,15.95,0.9,7.7,0,2.55,6.55,2.65,20.45,PBG20,ESESWS20181,UNB,NA,Very Shallow,1.868823,0.432306,3901.06786,ESESWS,ESE2018,
ESESWS2019,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2019,ESESWS,39.75,9.2,22,3.8,3.4,0,17.8,11.4,29.2,2.65,7.95,0,0,36.8,2.725,19.9,PBG20,ESESWS20191,UNB,NA,Very Shallow,1.868823,0.432306,2019,ESESWS,39.75,9.2,22,3.8,3.4,0,17.8,11.4,29.2,2.65,7.95,0,0,36.8,2.725,19.9,PBG20,ESESWS20191,UNB,NA,Very Shallow,1.868823,0.432306,3901.06786,ESESWS,ESE2019,
ESESWS2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2020,ESESWS,30.7,4.2,12.9,0.9,1.5,0,4.95,0.6,8.4,1.35,3.3,0,2.25,51.6,2.0625,45.2375,PBG20,ESESWS20201,UNB,NA,Very Shallow,1.868823,0.432306,2020,ESESWS,30.7,4.2,12.9,0.9,1.5,0,4.95,0.6,8.4,1.35,3.3,0,2.25,51.6,2.0625,45.2375,PBG20,ESESWS20201,UNB,NA,Very Shallow,1.868823,0.432306,3901.06786,ESESWS,ESE2020,
DNWNEE2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2017,DNWNEE,37.35,5.35,21.05,0,3.3,0,1.05,1.05,14.3,2.65,4.3,0,2.4,10.75,1.7125,20,PBG40,DNWNEE20171,UNB,NA,Very Shallow,2.421434,1.168858,2017,DNWNEE,37.35,5.35,21.05,0,3.3,0,1.05,1.05,14.3,2.65,4.3,0,2.4,10.75,1.7125,20,PBG40,DNWNEE20171,UNB,NA,Very Shallow,2.421434,1.168858,245.759336,DNWNEE,DNW2017,
DNWNEE2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,DNWNEE,40.8,3.7,14.85,0,11.4,0,3.1,6.15,22.5,2.05,3,0,7,4.8,2.3,19.55,PBG40,DNWNEE20181,UNB,NA,Very Shallow,2.421434,1.168858,2018,DNWNEE,40.8,3.7,14.85,0,11.4,0,3.1,6.15,22.5,2.05,3,0,7,4.8,2.3,19.55,PBG40,DNWNEE20181,UNB,NA,Very Shallow,2.421434,1.168858,245.759336,DNWNEE,DNW2018,
DNWNEE2019,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,DNWNEE,9.65,0.6,19.7,0.15,5.9,0,3,0.3,16.35,0,1.65,0,30.2,3.9,1.4375,2.45,PBG40,DNWNEE20191,0,SPRING,Very Shallow,2.421434,1.168858,2019,DNWNEE,9.65,0.6,19.7,0.15,5.9,0,3,0.3,16.35,0,1.65,0,30.2,3.9,1.4375,2.45,PBG40,DNWNEE20191,0,SPRING,Very Shallow,2.421434,1.168858,245.759336,DNWNEE,DNW2019,
DNWNEE2020,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2020,DNWNEE,17.8,4.65,17.65,1.8,4.2,0,1.5,1.5,20.15,0.45,4.45,0,12,33.1,1.3,16.9,PBG40,DNWNEE20201,1,SPRING,Very Shallow,2.421434,1.168858,2020,DNWNEE,17.8,4.65,17.65,1.8,4.2,0,1.5,1.5,20.15,0.45,4.45,0,12,33.1,1.3,16.9,PBG40,DNWNEE20201,1,SPRING,Very Shallow,2.421434,1.168858,245.759336,DNWNEE,DNW2020,
DNWNEW2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,DNWNEW,40.47368,15,5.789474,0.157895,17.26316,0.157895,1.736842,3.473684,11.21053,1.736842,1.263158,0,1.894737,3,1.144737,6.776316,PBG40,DNWNEW20171,UNB,NA,Very Shallow,0.843302,2.043943,2017,DNWNEW,40.47368,15,5.789474,0.157895,17.26316,0.157895,1.736842,3.473684,11.21053,1.736842,1.263158,0,1.894737,3,1.144737,6.776316,PBG40,DNWNEW20171,UNB,NA,Very Shallow,0.843302,2.043943,5219.738495,DNWNEW,DNW2017,
DNWNEW2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,DNWNEW,36,13.35,0.6,0,19.65,0,6.2,4.95,18.75,0.75,3.15,0,7.15,2.1,2.25,12.2,PBG40,DNWNEW20181,UNB,NA,Very Shallow,0.843302,2.043943,2018,DNWNEW,36,13.35,0.6,0,19.65,0,6.2,4.95,18.75,0.75,3.15,0,7.15,2.1,2.25,12.2,PBG40,DNWNEW20181,UNB,NA,Very Shallow,0.843302,2.043943,5219.738495,DNWNEW,DNW2018,
DNWNEW2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,DNWNEW,14.25,4.95,4.3,0,18.45,0,4.2,0.75,14.7,1.65,0.15,0,29.05,4.5,1.45,3.0625,PBG40,DNWNEW20191,0,SPRING,Very Shallow,0.843302,2.043943,2019,DNWNEW,14.25,4.95,4.3,0,18.45,0,4.2,0.75,14.7,1.65,0.15,0,29.05,4.5,1.45,3.0625,PBG40,DNWNEW20191,0,SPRING,Very Shallow,0.843302,2.043943,5219.738495,DNWNEW,DNW2019,
DNWNEW2020,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,DNWNEW,11.7,5.25,4,0.3,12.85,0,2.25,2.4,14.6,2.95,1.05,0,20.4,15.25,1.1625,5.0625,PBG40,DNWNEW20201,1,SPRING,Very Shallow,0.843302,2.043943,2020,DNWNEW,11.7,5.25,4,0.3,12.85,0,2.25,2.4,14.6,2.95,1.05,0,20.4,15.25,1.1625,5.0625,PBG40,DNWNEW20201,1,SPRING,Very Shallow,0.843302,2.043943,5219.738495,DNWNEW,DNW2020,
DNWNWE2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,1,0,0,2017,DNWNWE,49.55,16.3,16.05,0.15,2.65,0,1.35,1.05,11.35,1.05,1.2,0,0.45,7.05,1.2625,20.75,PBG40,DNWNWE20171,UNB,NA,Very Shallow,3.282874,0.948501,2017,DNWNWE,49.55,16.3,16.05,0.15,2.65,0,1.35,1.05,11.35,1.05,1.2,0,0.45,7.05,1.2625,20.75,PBG40,DNWNWE20171,UNB,NA,Very Shallow,3.282874,0.948501,7060.966934,DNWNWE,DNW2017,
